0	0	1	0	0.68131	0.33333	0.49499	0.52106	0	0.43284	0.38972	0	0.21089	0.34686	0.23733	0.02743	0.63056	0	0	0	0.55336	0.46733	0.60013	0	1	0	0.47712
0	0	1	0	0.67101	0.33333	0.57514	0.52106	0	0.52985	0.41096	0	0.13654	0.30193	0.05069	0.02743	0.46037	0	0	0	0.68149	0.51733	0.59021	0	1	0	0.84634
0	0	1	0	0.6639	0.33333	0.52338	0.52106	0	0.36567	0.37698	0	0.24605	0.36421	0.28018	0.02743	0.73856	0	0	0	0.53097	0.42533	0.601	0	1	0	1.39829
0	0	1	0	0.64814	0.33333	0.32603	0.34069	0	0.34328	0.35551	0	0.1603	0.39234	0.23138	0.02743	0.71528	0	0	0	0.66385	0.46133	0.60013	0	1	0	1.41464
0	0	1	0	0.62572	0.33333	0.44045	0.34069	0	0.42537	0.37767	0	0.125	0.29767	0.0481	0.02743	0.54509	0	0	0	0.67507	0.51733	0.59021	0	1	0	1.74052
0	0	1	0	0.63151	0.33333	0.36642	0.34069	0	0.28358	0.34294	0	0.23431	0.34485	0.27521	0.02743	0.82329	0	0	0	0.52953	0.41667	0.601	0	1	0	2.74429
1	0	1	1	0.6249	0	0.55102	0.32477	1	0.33582	0.15786	0	0.36793	0.60865	0.8366	0.31225	0.40663	0	0	1	0.64361	0.52333	0.4295	1	1	0	0.63367
1	0	1	1	0.61787	0	0.55473	0.32477	1	0.3209	0.14179	0	0.38373	0.60783	0.84164	0.31225	0.43363	0	0	1	0.63128	0.55933	0.4295	1	1	0	0.90849
1	0	1	1	0.61414	0	0.55844	0.32477	1	0.30597	0.13433	0	0.35622	0.52389	0.8263	0.31225	0.46063	0	0	1	0.63476	0.53267	0.4295	1	1	0	1.36135
1	0	1	1	0.61414	0	0.56401	0.32477	1	0.30597	0.14122	0	0.39043	0.60146	0.84393	0.31225	0.4701	0	0	1	0.62713	0.526	0.4295	1	1	0	1.64326
0	0	1	0	0.59967	0	0.28738	0.22668	0	0.26866	0.30999	0	0.2462	0.35616	0.70508	0.13455	0.54423	0	0	0	0.631	0.362	0.25606	1	1	0	0.77815
0	0	1	0	0.6158	0.33333	0.29369	0.22668	0	0.23881	0.31854	0	0.27526	0.37035	0.70876	0.13455	0.55254	0	0	0	0.64178	0.34933	0.25649	1	1	0	0.84634
0	0	1	0	0.64388	0	0.32078	0.20033	0	0.15672	0.33949	0	0.32173	0.46246	0.72097	0.13491	0.60081	0	0	0	0.62818	0.39333	0.34784	1	0	1	0.84634
0	0	1	0	0.53639	0	0.4141	0.22668	0	0.24627	0.32698	0	0.26876	0.31189	0.70089	0.13455	0.48816	0	0	0	0.6096	0.33733	0.25606	1	1	0	1.07918
0	0	1	0	0.64347	0	0.32134	0.20033	0	0.1791	0.33186	0	0.29243	0.36952	0.71785	0.13455	0.57453	0	0	0	0.57471	0.372	0.2531	1	1	0	1.11461
0	0	1	0	0.65108	0	0.33594	0.20033	0	0.16418	0.33949	0	0.31402	0.39157	0.72258	0.13455	0.60153	0	0	0	0.54059	0.35467	0.2531	1	1	0	1.22994
0	0	1	0	0.63441	0	0.31058	0.20033	0	0.18657	0.32308	0	0.28624	0.34905	0.7157	0.13455	0.54752	0	0	0	0.56105	0.35867	0.2531	1	1	0	1.25527
0	1	1	0	0.60008	0.33333	0.29907	0.22668	0	0.25373	0.30999	0	0.32238	0.46169	0.7246	0.13455	0.52554	0	0	0	0.54131	0.39333	0.261	1	0	0	1.25527
